Array Probe	Category Component
	ENSDARG00000099174
A_15_P220656	ENSDARG00000104472
	ENSDARG00000104472
A_15_P106450	ENSDARG00000061191
A_15_P182851	ENSDARG00000061191
A_15_P121352	ENSDARG00000025693
A_15_P173796	ENSDARG00000025693
	ENSDARG00000090676
	ENSDARG00000068261
A_15_P186253	ENSDARG00000017294
A_15_P114737	ENSDARG00000017294
A_15_P112407	ENSDARG00000012353
A_15_P156866	ENSDARG00000012353
A_15_P112944	ENSDARG00000007825
	ENSDARG00000095636
A_15_P202181	ENSDARG00000012586
A_15_P202826	ENSDARG00000043643
A_15_P441480	ENSDARG00000043643
	ENSDARG00000034309
A_15_P109084	ENSDARG00000002285
A_15_P200716	ENSDARG00000002285
	ENSDARG00000103358
A_15_P209306	ENSDARG00000015921
	ENSDARG00000015921
	ENSDARG00000091624
	ENSDARG00000102363
	ENSDARG00000094538
	ENSDARG00000062951
	ENSDARG00000103224
A_15_P111320	ENSDARG00000007804
	ENSDARG00000016439
A_15_P494577	ENSDARG00000103659
A_15_P110549	ENSDARG00000103659
	ENSDARG00000103245
A_15_P187276	ENSDARG00000060991
	ENSDARG00000105505
	ENSDARG00000014348
A_15_P115463	ENSDARG00000014348
A_15_P115442	ENSDARG00000045913
A_15_P567787	ENSDARG00000045913
	ENSDARG00000045913
A_15_P102357	ENSDARG00000058005
A_15_P250981	ENSDARG00000026753
A_15_P117087	ENSDARG00000026753
	ENSDARG00000026753
	ENSDARG00000012776
A_15_P108472	ENSDARG00000012776
A_15_P115257	ENSDARG00000012776
A_15_P117529	ENSDARG00000012776
A_15_P153726	ENSDARG00000012776
	ENSDARG00000061603
A_15_P190806	ENSDARG00000061603
A_15_P201771	ENSDARG00000038321
A_15_P117316	ENSDARG00000043635
A_15_P367005	ENSDARG00000043635
	ENSDARG00000043635
A_15_P107481	ENSDARG00000016598
A_15_P118448	ENSDARG00000016598
A_15_P495472	ENSDARG00000016598
	ENSDARG00000097499
	ENSDARG00000101067
	ENSDARG00000011605
	ENSDARG00000075441
	ENSDARG00000017658
	ENSDARG00000045541
	ENSDARG00000078245
A_15_P188856	ENSDARG00000101206
	ENSDARG00000105771
	ENSDARG00000094442
A_15_P400660	ENSDARG00000087254
A_15_P147731	ENSDARG00000079805
A_15_P498217	ENSDARG00000093877
A_15_P107524	ENSDARG00000006283
A_15_P149896	ENSDARG00000006283
	ENSDARG00000094232
A_15_P196516	ENSDARG00000076981
	ENSDARG00000076981
A_15_P550247	ENSDARG00000107511
	ENSDARG00000094302
A_15_P135201	ENSDARG00000012297
A_15_P116977	ENSDARG00000043010
	ENSDARG00000043010
A_15_P106778	ENSDARG00000055416
A_15_P174751	ENSDARG00000007149
	ENSDARG00000007149
	ENSDARG00000095825
	ENSDARG00000055429
A_15_P285146	ENSDARG00000055429
A_15_P366165	ENSDARG00000003749
	ENSDARG00000003749
A_15_P114950	ENSDARG00000003749
A_15_P163701	ENSDARG00000101675
	ENSDARG00000089681
	ENSDARG00000078578
A_15_P398720	ENSDARG00000078807
	ENSDARG00000078807
A_15_P113004	ENSDARG00000041602
	ENSDARG00000041602
A_15_P156996	ENSDARG00000103971
A_15_P152291	ENSDARG00000102264
A_15_P121397	ENSDARG00000058011
A_15_P208846	ENSDARG00000058011
A_15_P110543	ENSDARG00000103979
	ENSDARG00000007842
	ENSDARG00000027391
A_15_P100728	ENSDARG00000027391
	ENSDARG00000089217
A_15_P150286	ENSDARG00000045025
A_15_P237746	ENSDARG00000103663
A_15_P203146	ENSDARG00000060854
A_15_P203151	ENSDARG00000060854
	ENSDARG00000096843
A_15_P144831	ENSDARG00000035852
	ENSDARG00000114894
A_15_P209596	ENSDARG00000016721
A_15_P209601	ENSDARG00000016721
	ENSDARG00000016721
	ENSDARG00000099518
A_15_P396260	ENSDARG00000100524
	ENSDARG00000100524
A_15_P164516	ENSDARG00000088318
	ENSDARG00000088318
	ENSDARG00000102058
A_15_P212621	ENSDARG00000102058
A_15_P109929	ENSDARG00000043986
A_15_P208506	ENSDARG00000043986
	ENSDARG00000043986
A_15_P170516	ENSDARG00000043857
	ENSDARG00000043857
A_15_P143596	ENSDARG00000038405
A_15_P193951	ENSDARG00000038405
A_15_P411965	ENSDARG00000038405
	ENSDARG00000099920
	ENSDARG00000079779
	ENSDARG00000096616
A_15_P499647	ENSDARG00000097637
	ENSDARG00000097637
A_15_P202696	ENSDARG00000079731
A_15_P351400	ENSDARG00000079731
A_15_P102522	ENSDARG00000013207
	ENSDARG00000100620
	ENSDARG00000114534
	ENSDARG00000102543
	ENSDARG00000004167
A_15_P115437	ENSDARG00000004167
	ENSDARG00000094819
A_15_P190816	ENSDARG00000037097
A_15_P169031	ENSDARG00000011246
A_15_P212316	ENSDARG00000011246
	ENSDARG00000097292
A_15_P176536	ENSDARG00000102998
	ENSDARG00000102998
	ENSDARG00000015998
A_15_P114226	ENSDARG00000015998
A_15_P194096	ENSDARG00000015998
A_15_P102732	ENSDARG00000015998
A_15_P352170	ENSDARG00000073810
	ENSDARG00000073810
	ENSDARG00000097906
A_15_P105638	ENSDARG00000018968
A_15_P107442	ENSDARG00000018968
	ENSDARG00000018968
A_15_P180811	ENSDARG00000057410
	ENSDARG00000079219
A_15_P161606	ENSDARG00000079219
A_15_P164896	ENSDARG00000058960
	ENSDARG00000100235
	ENSDARG00000092892
	ENSDARG00000099295
	ENSDARG00000068820
A_15_P104124	ENSDARG00000043404
	ENSDARG00000076765
	ENSDARG00000037545
	ENSDARG00000097648
A_15_P130771	ENSDARG00000100666
A_15_P104383	ENSDARG00000068822
	ENSDARG00000095674
	ENSDARG00000078233
A_15_P117737	ENSDARG00000003449
	ENSDARG00000003449
	ENSDARG00000053340
	ENSDARG00000099065
	ENSDARG00000087740
	ENSDARG00000096913
A_15_P115126	ENSDARG00000055381
	ENSDARG00000091215
	ENSDARG00000018270
A_15_P147596	ENSDARG00000018270
	ENSDARG00000088895
	ENSDARG00000070600
A_15_P197701	ENSDARG00000006891
A_15_P185166	ENSDARG00000058801
A_15_P221851	ENSDARG00000058801
A_15_P471270	ENSDARG00000058801
	ENSDARG00000102256
A_15_P103375	ENSDARG00000077467
A_15_P187826	ENSDARG00000006849
	ENSDARG00000006849
	ENSDARG00000113712
	ENSDARG00000098644
A_15_P450965	ENSDARG00000098644
	ENSDARG00000032820
A_15_P101370	ENSDARG00000019920
	ENSDARG00000096850
A_15_P404055	ENSDARG00000096850
	ENSDARG00000021346
A_15_P114796	ENSDARG00000021346
A_15_P183531	ENSDARG00000037373
	ENSDARG00000037373
A_15_P198371	ENSDARG00000062919
A_15_P107325	ENSDARG00000008818
A_15_P196456	ENSDARG00000008818
	ENSDARG00000008818
A_15_P138356	ENSDARG00000042285
	ENSDARG00000094450
A_15_P299806	ENSDARG00000078659
A_15_P168295	ENSDARG00000055920
	ENSDARG00000060338
A_15_P174256	ENSDARG00000060338
A_15_P238136	ENSDARG00000057039
A_15_P105321	ENSDARG00000090778
A_15_P173196	ENSDARG00000002971
A_15_P249176	ENSDARG00000097089
	ENSDARG00000074754
A_15_P110722	ENSDARG00000032246
	ENSDARG00000098800
A_15_P111824	ENSDARG00000099384
	ENSDARG00000105375
	ENSDARG00000100223
A_15_P199796	ENSDARG00000100223
A_15_P111161	ENSDARG00000005057
	ENSDARG00000077710
A_15_P298906	ENSDARG00000077710
A_15_P112142	ENSDARG00000016085
A_15_P190946	ENSDARG00000016085
	ENSDARG00000016085
A_15_P403755	ENSDARG00000016085
	ENSDARG00000092908
	ENSDARG00000115889
	ENSDARG00000113555
A_15_P152286	ENSDARG00000062811
A_15_P550167	ENSDARG00000062811
A_15_P552017	ENSDARG00000038570
	ENSDARG00000102408
A_15_P170296	ENSDARG00000070757
A_15_P191976	ENSDARG00000070757
A_15_P100104	ENSDARG00000056625
A_15_P411950	ENSDARG00000040247
	ENSDARG00000008757
	ENSDARG00000096711
	ENSDARG00000075141
A_15_P108243	ENSDARG00000101540
A_15_P206051	ENSDARG00000018726
	ENSDARG00000070839
A_15_P106206	ENSDARG00000044053
A_15_P202481	ENSDARG00000044053
A_15_P145746	ENSDARG00000062457
A_15_P415205	ENSDARG00000062457
	ENSDARG00000098615
A_15_P106721	ENSDARG00000037941
A_15_P284581	ENSDARG00000040186
	ENSDARG00000086296
A_15_P401765	ENSDARG00000079371
	ENSDARG00000004158
A_15_P203371	ENSDARG00000004158
	ENSDARG00000098622
A_15_P119472	ENSDARG00000098622
	ENSDARG00000103681
A_15_P181846	ENSDARG00000063258
	ENSDARG00000117156
A_15_P161051	ENSDARG00000025875
A_15_P419045	ENSDARG00000025875
A_15_P182971	ENSDARG00000023678
A_15_P171821	ENSDARG00000023678
	ENSDARG00000023678
A_15_P103038	ENSDARG00000005561
	ENSDARG00000005561
	ENSDARG00000061216
A_15_P152836	ENSDARG00000052103
A_15_P119277	ENSDARG00000060639
	ENSDARG00000060639
	ENSDARG00000096700
	ENSDARG00000092286
	ENSDARG00000096761
A_15_P375905	ENSDARG00000058003
	ENSDARG00000058003
	ENSDARG00000016584
	ENSDARG00000095527
A_15_P194341	ENSDARG00000104314
	ENSDARG00000104314
A_15_P180146	ENSDARG00000090914
	ENSDARG00000094924
	ENSDARG00000079484
A_15_P111505	ENSDARG00000018206
	ENSDARG00000018206
	ENSDARG00000055722
A_15_P568717	ENSDARG00000055722
	ENSDARG00000099339
A_15_P108225	ENSDARG00000013871
	ENSDARG00000013871
A_15_P111394	ENSDARG00000035148
A_15_P131101	ENSDARG00000058354
A_15_P139996	ENSDARG00000058354
	ENSDARG00000104108
A_15_P111216	ENSDARG00000104108
	ENSDARG00000079823
	ENSDARG00000093060
	ENSDARG00000052626
	ENSDARG00000042332
	ENSDARG00000022845
A_15_P200306	ENSDARG00000022845
	ENSDARG00000037091
A_15_P103331	ENSDARG00000037091
A_15_P147101	ENSDARG00000059817
A_15_P108089	ENSDARG00000074772
	ENSDARG00000074772
A_15_P153461	ENSDARG00000036903
A_15_P256416	ENSDARG00000091860
	ENSDARG00000091860
A_15_P105742	ENSDARG00000017220
A_15_P151996	ENSDARG00000017220
A_15_P483730	ENSDARG00000017220
	ENSDARG00000095230
	ENSDARG00000029463
	ENSDARG00000069339
A_15_P149901	ENSDARG00000018321
A_15_P101005	ENSDARG00000075593
A_15_P596692	ENSDARG00000075593
A_15_P104691	ENSDARG00000092792
A_15_P183791	ENSDARG00000092792
	ENSDARG00000086247
	ENSDARG00000096869
A_15_P109490	ENSDARG00000018618
A_15_P158721	ENSDARG00000018618
A_15_P603642	ENSDARG00000018618
	ENSDARG00000018618
A_15_P115198	ENSDARG00000019556
	ENSDARG00000019556
A_15_P169156	ENSDARG00000013708
A_15_P514802	ENSDARG00000013708
	ENSDARG00000013708
	ENSDARG00000093313
	ENSDARG00000075027
A_15_P116048	ENSDARG00000045131
A_15_P196476	ENSDARG00000032653
A_15_P342680	ENSDARG00000032653
A_15_P118699	ENSDARG00000035890
A_15_P197376	ENSDARG00000039390
A_15_P115755	ENSDARG00000097528
	ENSDARG00000097528
	ENSDARG00000094401
A_15_P130866	ENSDARG00000056015
A_15_P151661	ENSDARG00000056015
A_15_P268831	ENSDARG00000074363
A_15_P483660	ENSDARG00000033604
	ENSDARG00000079401
	ENSDARG00000044574
	ENSDARG00000078348
	ENSDARG00000069627
A_15_P168201	ENSDARG00000060687
A_15_P279986	ENSDARG00000060687
	ENSDARG00000060687
	ENSDARG00000105457
A_15_P160308	ENSDARG00000105457
A_15_P135896	ENSDARG00000039335
	ENSDARG00000039335
	ENSDARG00000096800
A_15_P100480	ENSDARG00000087529
A_15_P183046	ENSDARG00000087529
	ENSDARG00000077872
A_15_P512882	ENSDARG00000033855
A_15_P117006	ENSDARG00000021059
A_15_P160186	ENSDARG00000021059
A_15_P468060	ENSDARG00000021059
	ENSDARG00000021059
A_15_P102560	ENSDARG00000077469
A_15_P197966	ENSDARG00000077469
	ENSDARG00000113800
A_15_P145131	ENSDARG00000035629
	ENSDARG00000097384
A_15_P201591	ENSDARG00000093465
A_15_P201790	ENSDARG00000055833
A_15_P212733	ENSDARG00000055833
	ENSDARG00000056378
A_15_P120784	ENSDARG00000056378
	ENSDARG00000013856
	ENSDARG00000092501
A_15_P116598	ENSDARG00000070037
A_15_P115077	ENSDARG00000045493
A_15_P272101	ENSDARG00000045493
A_15_P145238	ENSDARG00000078093
	ENSDARG00000091136
	ENSDARG00000078042
A_15_P107585	ENSDARG00000038882
A_15_P133426	ENSDARG00000038882
	ENSDARG00000038882
A_15_P118714	ENSDARG00000102040
	ENSDARG00000030097
	ENSDARG00000097755
A_15_P318996	ENSDARG00000031463
	ENSDARG00000031463
A_15_P160541	ENSDARG00000031463
A_15_P174736	ENSDARG00000053135
A_15_P115564	ENSDARG00000062152
A_15_P141196	ENSDARG00000062152
A_15_P212236	ENSDARG00000062152
A_15_P104107	ENSDARG00000044751
	ENSDARG00000102807
A_15_P116648	ENSDARG00000075528
	ENSDARG00000105206
	ENSDARG00000093516
	ENSDARG00000098082
	ENSDARG00000062978
A_15_P100878	ENSDARG00000042623
A_15_P103266	ENSDARG00000042623
A_15_P184416	ENSDARG00000042623
	ENSDARG00000037002
A_15_P139631	ENSDARG00000037002
A_15_P200636	ENSDARG00000037002
	ENSDARG00000036066
	ENSDARG00000104678
A_15_P103053	ENSDARG00000090822
	ENSDARG00000095015
	ENSDARG00000093463
	ENSDARG00000057273
A_15_P115354	ENSDARG00000057273
A_15_P197271	ENSDARG00000057273
A_15_P119892	ENSDARG00000054454
A_15_P151416	ENSDARG00000054454
A_15_P198976	ENSDARG00000054454
	ENSDARG00000054454
	ENSDARG00000088836
	ENSDARG00000037261
A_15_P112897	ENSDARG00000037261
A_15_P297102	ENSDARG00000037261
	ENSDARG00000095913
	ENSDARG00000092523
	ENSDARG00000094281
A_15_P209416	ENSDARG00000061916
A_15_P104235	ENSDARG00000042319
	ENSDARG00000042319
A_15_P106728	ENSDARG00000042319
A_15_P177216	ENSDARG00000105112
A_15_P496287	ENSDARG00000105112
	ENSDARG00000101292
	ENSDARG00000078297
	ENSDARG00000001014
	ENSDARG00000031637
A_15_P130371	ENSDARG00000031637
A_15_P325606	ENSDARG00000031637
A_15_P156661	ENSDARG00000031637
A_15_P182611	ENSDARG00000017111
A_15_P121175	ENSDARG00000068702
	ENSDARG00000069763
A_15_P104215	ENSDARG00000069763
A_15_P404430	ENSDARG00000069763
	ENSDARG00000096951
	ENSDARG00000042065
A_15_P115098	ENSDARG00000011886
A_15_P285706	ENSDARG00000011886
	ENSDARG00000099520
	ENSDARG00000057323
A_15_P111660	ENSDARG00000057323
	ENSDARG00000033999
A_15_P110118	ENSDARG00000033999
A_15_P162866	ENSDARG00000033999
A_15_P567772	ENSDARG00000097959
	ENSDARG00000045612
A_15_P104461	ENSDARG00000017199
A_15_P330321	ENSDARG00000078970
	ENSDARG00000078781
A_15_P117992	ENSDARG00000011613
A_15_P579967	ENSDARG00000011613
	ENSDARG00000011613
	ENSDARG00000000837
A_15_P115215	ENSDARG00000000837
	ENSDARG00000088252
	ENSDARG00000069563
A_15_P173961	ENSDARG00000069563
A_15_P109372	ENSDARG00000060041
A_15_P199281	ENSDARG00000060041
	ENSDARG00000086283
A_15_P112798	ENSDARG00000030530
	ENSDARG00000105567
	ENSDARG00000091845
	ENSDARG00000116830
A_15_P173921	ENSDARG00000006065
	ENSDARG00000006065
	ENSDARG00000040433
	ENSDARG00000007418
	ENSDARG00000069503
A_15_P110635	ENSDARG00000069503
	ENSDARG00000044414
	ENSDARG00000074902
	ENSDARG00000093432
	ENSDARG00000102448
	ENSDARG00000027065
A_15_P162286	ENSDARG00000027065
A_15_P187321	ENSDARG00000055813
	ENSDARG00000022085
A_15_P131056	ENSDARG00000005392
A_15_P160961	ENSDARG00000005392
A_15_P170111	ENSDARG00000062955
	ENSDARG00000093885
	ENSDARG00000097928
	ENSDARG00000051921
A_15_P206406	ENSDARG00000051921
A_15_P284671	ENSDARG00000051921
	ENSDARG00000095824
	ENSDARG00000076834
	ENSDARG00000100582
A_15_P205721	ENSDARG00000101120
A_15_P503422	ENSDARG00000062258
A_15_P148836	ENSDARG00000043198
	ENSDARG00000043198
A_15_P198931	ENSDARG00000054882
	ENSDARG00000100085
	ENSDARG00000096651
	ENSDARG00000046007
	ENSDARG00000093244
A_15_P162321	ENSDARG00000039062
A_15_P366590	ENSDARG00000039062
	ENSDARG00000039062
	ENSDARG00000100995
	ENSDARG00000051916
A_15_P148516	ENSDARG00000101144
	ENSDARG00000101144
A_15_P210681	ENSDARG00000094408
A_15_P120901	ENSDARG00000021647
	ENSDARG00000096957
A_15_P165366	ENSDARG00000002682
A_15_P173821	ENSDARG00000002682
	ENSDARG00000096095
A_15_P205301	ENSDARG00000010002
	ENSDARG00000010002
	ENSDARG00000100825
A_15_P107164	ENSDARG00000100825
A_15_P112958	ENSDARG00000100825
	ENSDARG00000090473
A_15_P131256	ENSDARG00000055151
A_15_P104938	ENSDARG00000055151
	ENSDARG00000055151
	ENSDARG00000092137
A_15_P184331	ENSDARG00000042187
	ENSDARG00000042187
	ENSDARG00000060785
A_15_P161066	ENSDARG00000060785
	ENSDARG00000070015
A_15_P195276	ENSDARG00000069834
A_15_P547032	ENSDARG00000069834
A_15_P407025	ENSDARG00000098296
	ENSDARG00000077047
	ENSDARG00000078890
	ENSDARG00000097915
A_15_P184336	ENSDARG00000095565
	ENSDARG00000101263
A_15_P202796	ENSDARG00000061736
	ENSDARG00000061736
	ENSDARG00000101476
	ENSDARG00000058566
	ENSDARG00000102926
	ENSDARG00000088492
A_15_P118454	ENSDARG00000001210
	ENSDARG00000094593
	ENSDARG00000096586
	ENSDARG00000115670
	ENSDARG00000061454
	ENSDARG00000103689
A_15_P111025	ENSDARG00000041450
	ENSDARG00000104899
	ENSDARG00000100179
A_15_P179996	ENSDARG00000070344
	ENSDARG00000026338
A_15_P166156	ENSDARG00000059163
A_15_P206081	ENSDARG00000009020
A_15_P594222	ENSDARG00000029105
	ENSDARG00000029105
	ENSDARG00000028478
	ENSDARG00000097878
A_15_P151106	ENSDARG00000044400
A_15_P472645	ENSDARG00000076962
	ENSDARG00000076962
	ENSDARG00000030094
	ENSDARG00000040442
A_15_P154561	ENSDARG00000040442
A_15_P114321	ENSDARG00000059304
A_15_P194736	ENSDARG00000100406
	ENSDARG00000100406
A_15_P140561	ENSDARG00000025943
	ENSDARG00000103112
	ENSDARG00000097206
A_15_P145516	ENSDARG00000091930
A_15_P153851	ENSDARG00000003181
	ENSDARG00000003181
	ENSDARG00000054122
A_15_P111199	ENSDARG00000054122
A_15_P579427	ENSDARG00000054122
	ENSDARG00000070065
	ENSDARG00000089556
	ENSDARG00000045914
A_15_P103004	ENSDARG00000045914
A_15_P169704	ENSDARG00000035655
A_15_P105664	ENSDARG00000105153
	ENSDARG00000095687
A_15_P203692	ENSDARG00000058945
A_15_P111951	ENSDARG00000020015
	ENSDARG00000076620
	ENSDARG00000098912
	ENSDARG00000111218
A_15_P179821	ENSDARG00000099395
	ENSDARG00000099395
	ENSDARG00000077582
	ENSDARG00000102357
A_15_P149196	ENSDARG00000057577
A_15_P209186	ENSDARG00000057577
A_15_P100201	ENSDARG00000037244
	ENSDARG00000103890
A_15_P194126	ENSDARG00000092697
A_15_P103450	ENSDARG00000014148
A_15_P146556	ENSDARG00000014148
A_15_P284021	ENSDARG00000055133
A_15_P483000	ENSDARG00000055133
	ENSDARG00000013623
	ENSDARG00000096974
	ENSDARG00000022599
A_15_P109718	ENSDARG00000022599
	ENSDARG00000105502
A_15_P113394	ENSDARG00000074635
A_15_P506597	ENSDARG00000074635
	ENSDARG00000074635
	ENSDARG00000096218
	ENSDARG00000079202
A_15_P105441	ENSDARG00000079202
	ENSDARG00000060926
	ENSDARG00000058892
	ENSDARG00000095739
A_15_P188551	ENSDARG00000054649
	ENSDARG00000093565
A_15_P120966	ENSDARG00000001781
	ENSDARG00000099699
A_15_P114447	ENSDARG00000101849
	ENSDARG00000099014
A_15_P204901	ENSDARG00000099014
A_15_P376850	ENSDARG00000099014
	ENSDARG00000092793
A_15_P113766	ENSDARG00000006477
A_15_P119152	ENSDARG00000006477
	ENSDARG00000006477
	ENSDARG00000076718
A_15_P172256	ENSDARG00000076718
A_15_P443430	ENSDARG00000076718
A_15_P101922	ENSDARG00000056438
	ENSDARG00000017254
	ENSDARG00000101281
	ENSDARG00000016470
A_15_P112292	ENSDARG00000016470
A_15_P132641	ENSDARG00000016470
	ENSDARG00000069375
	ENSDARG00000094526
A_15_P145571	ENSDARG00000094526
A_15_P113345	ENSDARG00000094526
A_15_P202771	ENSDARG00000003706
	ENSDARG00000003706
	ENSDARG00000090863
A_15_P184211	ENSDARG00000021664
A_15_P440700	ENSDARG00000021664
A_15_P467700	ENSDARG00000021664
	ENSDARG00000109646
A_15_P565077	ENSDARG00000109646
A_15_P195511	ENSDARG00000024160
A_15_P106140	ENSDARG00000034178
A_15_P182521	ENSDARG00000034178
A_15_P212191	ENSDARG00000034178
	ENSDARG00000034178
	ENSDARG00000026630
A_15_P170871	ENSDARG00000026630
A_15_P183576	ENSDARG00000056334
	ENSDARG00000026329
A_15_P156901	ENSDARG00000026329
	ENSDARG00000104957
	ENSDARG00000096074
A_15_P184011	ENSDARG00000054218
	ENSDARG00000097058
	ENSDARG00000078571
A_15_P135142	ENSDARG00000113889
A_15_P171736	ENSDARG00000113889
A_15_P179386	ENSDARG00000038005
	ENSDARG00000038005
	ENSDARG00000060089
A_15_P198026	ENSDARG00000060089
A_15_P537677	ENSDARG00000060089
A_15_P108818	ENSDARG00000045416
	ENSDARG00000045416
A_15_P195056	ENSDARG00000045835
A_15_P144961	ENSDARG00000035796
	ENSDARG00000094204
A_15_P393765	ENSDARG00000094204
A_15_P581157	ENSDARG00000094204
	ENSDARG00000022983
A_15_P102517	ENSDARG00000022983
	ENSDARG00000097179
A_15_P109841	ENSDARG00000055252
	ENSDARG00000055252
A_15_P170631	ENSDARG00000005606
A_15_P198771	ENSDARG00000005606
	ENSDARG00000079742
A_15_P583912	ENSDARG00000079742
A_15_P207286	ENSDARG00000044253
A_15_P203481	ENSDARG00000041098
	ENSDARG00000041098
A_15_P189956	ENSDARG00000053087
A_15_P229961	ENSDARG00000053087
A_15_P443265	ENSDARG00000053087
	ENSDARG00000076689
A_15_P335469	ENSDARG00000076689
	ENSDARG00000075129
	ENSDARG00000022615
A_15_P207191	ENSDARG00000062916
A_15_P112852	ENSDARG00000092191
A_15_P257676	ENSDARG00000092191
	ENSDARG00000092191
	ENSDARG00000098842
	ENSDARG00000071491
	ENSDARG00000029865
A_15_P140226	ENSDARG00000029865
A_15_P174036	ENSDARG00000057714
	ENSDARG00000006786
A_15_P187226	ENSDARG00000006786
A_15_P100048	ENSDARG00000076223
A_15_P232851	ENSDARG00000076223
	ENSDARG00000086826
A_15_P114726	ENSDARG00000004771
	ENSDARG00000004771
	ENSDARG00000030634
	ENSDARG00000079234
	ENSDARG00000090309
A_15_P112594	ENSDARG00000090309
	ENSDARG00000096573
	ENSDARG00000056047
A_15_P164271	ENSDARG00000056047
A_15_P273421	ENSDARG00000042688
	ENSDARG00000042688
	ENSDARG00000076939
	ENSDARG00000099780
	ENSDARG00000104396
	ENSDARG00000100695
A_15_P194331	ENSDARG00000041530
A_15_P106065	ENSDARG00000041530
	ENSDARG00000041530
	ENSDARG00000043403
	ENSDARG00000063021
A_15_P102166	ENSDARG00000037998
	ENSDARG00000091978
	ENSDARG00000068409
A_15_P103767	ENSDARG00000002339
	ENSDARG00000002339
A_15_P176546	ENSDARG00000101275
	ENSDARG00000101275
	ENSDARG00000039477
A_15_P107772	ENSDARG00000069432
A_15_P193626	ENSDARG00000069432
A_15_P104801	ENSDARG00000004735
A_15_P140576	ENSDARG00000004735
A_15_P515532	ENSDARG00000004735
	ENSDARG00000004735
	ENSDARG00000097409
A_15_P188481	ENSDARG00000059841
	ENSDARG00000102554
	ENSDARG00000097585
	ENSDARG00000097923
A_15_P206336	ENSDARG00000096961
	ENSDARG00000096961
	ENSDARG00000090634
A_15_P179556	ENSDARG00000090634
A_15_P568387	ENSDARG00000090634
A_15_P111007	ENSDARG00000077938
A_15_P295766	ENSDARG00000079350
A_15_P394965	ENSDARG00000003829
A_15_P504622	ENSDARG00000003829
A_15_P192161	ENSDARG00000020284
	ENSDARG00000096842
A_15_P207811	ENSDARG00000091836
	ENSDARG00000091836
	ENSDARG00000068629
A_15_P100467	ENSDARG00000068629
	ENSDARG00000095410
A_15_P101899	ENSDARG00000020913
A_15_P102374	ENSDARG00000020913
	ENSDARG00000020913
A_15_P182361	ENSDARG00000031494
A_15_P182366	ENSDARG00000031494
A_15_P597732	ENSDARG00000031494
	ENSDARG00000094270
A_15_P551857	ENSDARG00000070597
	ENSDARG00000001303
	ENSDARG00000099493
	ENSDARG00000095587
A_15_P139518	ENSDARG00000058390
	ENSDARG00000056338
A_15_P113705	ENSDARG00000088923
A_15_P117965	ENSDARG00000005989
A_15_P189206	ENSDARG00000005989
	ENSDARG00000005989
	ENSDARG00000100129
A_15_P101852	ENSDARG00000100129
A_15_P156281	ENSDARG00000078912
	ENSDARG00000094315
	ENSDARG00000089529
	ENSDARG00000101073
	ENSDARG00000045484
	ENSDARG00000102246
	ENSDARG00000114580
A_15_P412880	ENSDARG00000038290
A_15_P171726	ENSDARG00000038290
A_15_P109794	ENSDARG00000008255
A_15_P110241	ENSDARG00000008255
A_15_P112535	ENSDARG00000008255
